,Country Name,Country Code,Series Name,Mean (2000-2019)
469,Tunisia,TUN,GDP per capita (current US$),3586.134704161929
470,Turkmenistan,TKM,GDP per capita (current US$),4426.612424126541
471,Turks and Caicos Islands,TCA,GDP per capita (current US$),22271.30479539323
472,Tuvalu,TUV,GDP per capita (current US$),2979.681811763179
473,Uganda,UGA,GDP per capita (current US$),589.2429246140094
474,Ukraine,UKR,GDP per capita (current US$),2599.744661030019
475,United Arab Emirates,ARE,GDP per capita (current US$),37117.10760925929
476,Uruguay,URY,GDP per capita (current US$),11112.528975398161
477,Uzbekistan,UZB,GDP per capita (current US$),1444.085920113764
478,Vanuatu,VUT,GDP per capita (current US$),2417.881015871968
479,"Venezuela, RB",VEN,GDP per capita (current US$),
480,Vietnam,VNM,GDP per capita (current US$),1676.4970693083542
481,Virgin Islands (U.S.),VIR,GDP per capita (current US$),35018.83227540135
482,West Bank and Gaza,PSE,GDP per capita (current US$),2402.7991242079215
483,"Yemen, Rep.",YEM,GDP per capita (current US$),1036.4089734745673
484,Zambia,ZMB,GDP per capita (current US$),1175.1065473630902
485,Zimbabwe,ZWE,GDP per capita (current US$),889.6897064311825
486,Africa Eastern and Southern,AFE,GDP per capita (current US$),1340.991909692576
487,Africa Western and Central,AFW,GDP per capita (current US$),1454.3415369790712
488,Arab World,ARB,GDP per capita (current US$),5459.2297174668365
489,Caribbean small states,CSS,GDP per capita (current US$),8515.842336796391
490,Central Europe and the Baltics,CEB,GDP per capita (current US$),11278.455837540123
491,Early-demographic dividend,EAR,GDP per capita (current US$),2601.7799471077465
492,East Asia & Pacific,EAS,GDP per capita (current US$),7341.610844159819
493,East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),4163.04302920394
494,East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),4209.713954112137
495,Euro area,EMU,GDP per capita (current US$),34035.1209747096
496,Europe & Central Asia,ECS,GDP per capita (current US$),21435.274315959563
497,Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),6635.681584610432
498,Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),7107.520036774258
499,European Union,EUU,GDP per capita (current US$),29787.44054280545
500,Fragile and conflict affected situations,FCS,GDP per capita (current US$),1697.1217539766826
501,Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),749.7649535733805
502,High income,HIC,GDP per capita (current US$),36200.83942183358
503,IBRD only,IBD,GDP per capita (current US$),4121.3980310164025
504,IDA & IBRD total,IBT,GDP per capita (current US$),3376.1605020664833
505,IDA blend,IDB,GDP per capita (current US$),1410.307481423254
506,IDA only,IDX,GDP per capita (current US$),853.2388979066149
507,IDA total,IDA,GDP per capita (current US$),1039.5794532795946
508,Late-demographic dividend,LTE,GDP per capita (current US$),5890.960948252061
509,Latin America & Caribbean,LCN,GDP per capita (current US$),7327.861332292297
510,Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),6917.9274460293755
511,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),7213.918615939138
512,Least developed countries: UN classification,LDC,GDP per capita (current US$),756.4008072974406
513,Low & middle income,LMY,GDP per capita (current US$),3234.9730954811857
514,Low income,LIC,GDP per capita (current US$),754.444562733718
515,Lower middle income,LMC,GDP per capita (current US$),1604.3203821938066
516,Middle East & North Africa,MEA,GDP per capita (current US$),6376.864923368526
517,Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),3500.426450154852
518,Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),3512.942531390323
519,Middle income,MIC,GDP per capita (current US$),3498.852207044429
520,North America,NAC,GDP per capita (current US$),47413.285001876044
521,Not classified,INX,GDP per capita (current US$),
522,OECD members,OED,GDP per capita (current US$),32481.869585961937
523,Other small states,OSS,GDP per capita (current US$),11013.773600215292
524,Pacific island small states,PSS,GDP per capita (current US$),3076.5474361327247
525,Post-demographic dividend,PST,GDP per capita (current US$),36999.102605675325
526,Pre-demographic dividend,PRE,GDP per capita (current US$),1219.2568679832511
527,Small states,SST,GDP per capita (current US$),10040.270220407401
528,South Asia,SAS,GDP per capita (current US$),1158.1144079906524
529,South Asia (IDA & IBRD),TSA,GDP per capita (current US$),1158.1144079906524
530,Sub-Saharan Africa,SSF,GDP per capita (current US$),1386.2130991973524
531,Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),1385.148095477623
532,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),1386.2130991973534
533,Upper middle income,UMC,GDP per capita (current US$),5886.195224888186
534,World,WLD,GDP per capita (current US$),8822.515102361884
535,,,GDP per capita (current US$),0.0
536,Data from database: World Development Indicators,,GDP per capita (current US$),0.0
537,Last Updated: 09/16/2022,,GDP per capita (current US$),0.0
538,Argentina,ARG,Labor force with advanced education (% of total working-age population with advanced education),
539,Australia,AUS,Labor force with advanced education (% of total working-age population with advanced education),
540,Brazil,BRA,Labor force with advanced education (% of total working-age population with advanced education),
541,China,CHN,Labor force with advanced education (% of total working-age population with advanced education),
542,France,FRA,Labor force with advanced education (% of total working-age population with advanced education),74.22684157522102
543,Germany,DEU,Labor force with advanced education (% of total working-age population with advanced education),71.11473645662007
544,India,IND,Labor force with advanced education (% of total working-age population with advanced education),
545,Indonesia,IDN,Labor force with advanced education (% of total working-age population with advanced education),79.68526298121402
546,Italy,ITA,Labor force with advanced education (% of total working-age population with advanced education),72.63315903513056
547,Japan,JPN,Labor force with advanced education (% of total working-age population with advanced education),
548,"Korea, Rep.",KOR,Labor force with advanced education (% of total working-age population with advanced education),66.57894736842105
549,Mexico,MEX,Labor force with advanced education (% of total working-age population with advanced education),76.48263188412315
550,Netherlands,NLD,Labor force with advanced education (% of total working-age population with advanced education),76.5294747603567
551,Russian Federation,RUS,Labor force with advanced education (% of total working-age population with advanced education),
552,Saudi Arabia,SAU,Labor force with advanced education (% of total working-age population with advanced education),
553,Spain,ESP,Labor force with advanced education (% of total working-age population with advanced education),77.82789491352283
554,Switzerland,CHE,Labor force with advanced education (% of total working-age population with advanced education),78.75105285644531
555,Turkiye,TUR,Labor force with advanced education (% of total working-age population with advanced education),
556,United Kingdom,GBR,Labor force with advanced education (% of total working-age population with advanced education),81.58157870644017
557,United States,USA,Labor force with advanced education (% of total working-age population with advanced education),71.96315765380858
558,Afghanistan,AFG,Labor force with advanced education (% of total working-age population with advanced education),
559,Albania,ALB,Labor force with advanced education (% of total working-age population with advanced education),
560,Algeria,DZA,Labor force with advanced education (% of total working-age population with advanced education),
561,American Samoa,ASM,Labor force with advanced education (% of total working-age population with advanced education),
562,Andorra,AND,Labor force with advanced education (% of total working-age population with advanced education),
563,Angola,AGO,Labor force with advanced education (% of total working-age population with advanced education),
564,Antigua and Barbuda,ATG,Labor force with advanced education (% of total working-age population with advanced education),
565,Armenia,ARM,Labor force with advanced education (% of total working-age population with advanced education),
566,Aruba,ABW,Labor force with advanced education (% of total working-age population with advanced education),
567,Austria,AUT,Labor force with advanced education (% of total working-age population with advanced education),73.42842021741365
568,Azerbaijan,AZE,Labor force with advanced education (% of total working-age population with advanced education),
569,"Bahamas, The",BHS,Labor force with advanced education (% of total working-age population with advanced education),
570,Bahrain,BHR,Labor force with advanced education (% of total working-age population with advanced education),
571,Bangladesh,BGD,Labor force with advanced education (% of total working-age population with advanced education),
572,Barbados,BRB,Labor force with advanced education (% of total working-age population with advanced education),
573,Belarus,BLR,Labor force with advanced education (% of total working-age population with advanced education),
574,Belgium,BEL,Labor force with advanced education (% of total working-age population with advanced education),73.46631622314453
575,Belize,BLZ,Labor force with advanced education (% of total working-age population with advanced education),
576,Benin,BEN,Labor force with advanced education (% of total working-age population with advanced education),
577,Bermuda,BMU,Labor force with advanced education (% of total working-age population with advanced education),
578,Bhutan,BTN,Labor force with advanced education (% of total working-age population with advanced education),
579,Bolivia,BOL,Labor force with advanced education (% of total working-age population with advanced education),
580,Bosnia and Herzegovina,BIH,Labor force with advanced education (% of total working-age population with advanced education),
581,Botswana,BWA,Labor force with advanced education (% of total working-age population with advanced education),
582,British Virgin Islands,VGB,Labor force with advanced education (% of total working-age population with advanced education),
583,Brunei Darussalam,BRN,Labor force with advanced education (% of total working-age population with advanced education),
584,Bulgaria,BGR,Labor force with advanced education (% of total working-age population with advanced education),70.85157936497738
585,Burkina Faso,BFA,Labor force with advanced education (% of total working-age population with advanced education),
586,Burundi,BDI,Labor force with advanced education (% of total working-age population with advanced education),
587,Cabo Verde,CPV,Labor force with advanced education (% of total working-age population with advanced education),
588,Cambodia,KHM,Labor force with advanced education (% of total working-age population with advanced education),
589,Cameroon,CMR,Labor force with advanced education (% of total working-age population with advanced education),
590,Canada,CAN,Labor force with advanced education (% of total working-age population with advanced education),72.79368430689763
591,Cayman Islands,CYM,Labor force with advanced education (% of total working-age population with advanced education),
592,Central African Republic,CAF,Labor force with advanced education (% of total working-age population with advanced education),
593,Chad,TCD,Labor force with advanced education (% of total working-age population with advanced education),
594,Channel Islands,CHI,Labor force with advanced education (% of total working-age population with advanced education),
595,Chile,CHL,Labor force with advanced education (% of total working-age population with advanced education),
596,Colombia,COL,Labor force with advanced education (% of total working-age population with advanced education),
597,Comoros,COM,Labor force with advanced education (% of total working-age population with advanced education),
598,"Congo, Dem. Rep.",COD,Labor force with advanced education (% of total working-age population with advanced education),
599,"Congo, Rep.",COG,Labor force with advanced education (% of total working-age population with advanced education),
600,Costa Rica,CRI,Labor force with advanced education (% of total working-age population with advanced education),74.46368568821957
601,Cote d'Ivoire,CIV,Labor force with advanced education (% of total working-age population with advanced education),
602,Croatia,HRV,Labor force with advanced education (% of total working-age population with advanced education),70.2552638806795
603,Cuba,CUB,Labor force with advanced education (% of total working-age population with advanced education),
604,Curacao,CUW,Labor force with advanced education (% of total working-age population with advanced education),
605,Cyprus,CYP,Labor force with advanced education (% of total working-age population with advanced education),80.31315773411801
606,Czech Republic,CZE,Labor force with advanced education (% of total working-age population with advanced education),73.2257887187757
607,Denmark,DNK,Labor force with advanced education (% of total working-age population with advanced education),75.4189473202354
608,Djibouti,DJI,Labor force with advanced education (% of total working-age population with advanced education),
609,Dominica,DMA,Labor force with advanced education (% of total working-age population with advanced education),
610,Dominican Republic,DOM,Labor force with advanced education (% of total working-age population with advanced education),78.26789454409952
611,Ecuador,ECU,Labor force with advanced education (% of total working-age population with advanced education),
612,"Egypt, Arab Rep.",EGY,Labor force with advanced education (% of total working-age population with advanced education),
613,El Salvador,SLV,Labor force with advanced education (% of total working-age population with advanced education),
614,Equatorial Guinea,GNQ,Labor force with advanced education (% of total working-age population with advanced education),
615,Eritrea,ERI,Labor force with advanced education (% of total working-age population with advanced education),
616,Estonia,EST,Labor force with advanced education (% of total working-age population with advanced education),76.41157812821238
617,Eswatini,SWZ,Labor force with advanced education (% of total working-age population with advanced education),
618,Ethiopia,ETH,Labor force with advanced education (% of total working-age population with advanced education),
619,Faroe Islands,FRO,Labor force with advanced education (% of total working-age population with advanced education),
620,Fiji,FJI,Labor force with advanced education (% of total working-age population with advanced education),
621,Finland,FIN,Labor force with advanced education (% of total working-age population with advanced education),73.74157915617289
622,French Polynesia,PYF,Labor force with advanced education (% of total working-age population with advanced education),
623,Gabon,GAB,Labor force with advanced education (% of total working-age population with advanced education),
624,"Gambia, The",GMB,Labor force with advanced education (% of total working-age population with advanced education),
625,Georgia,GEO,Labor force with advanced education (% of total working-age population with advanced education),
626,Ghana,GHA,Labor force with advanced education (% of total working-age population with advanced education),
627,Gibraltar,GIB,Labor force with advanced education (% of total working-age population with advanced education),
628,Greece,GRC,Labor force with advanced education (% of total working-age population with advanced education),75.62578863846629
629,Greenland,GRL,Labor force with advanced education (% of total working-age population with advanced education),
630,Grenada,GRD,Labor force with advanced education (% of total working-age population with advanced education),
631,Guam,GUM,Labor force with advanced education (% of total working-age population with advanced education),
632,Guatemala,GTM,Labor force with advanced education (% of total working-age population with advanced education),
633,Guinea,GIN,Labor force with advanced education (% of total working-age population with advanced education),
634,Guinea-Bissau,GNB,Labor force with advanced education (% of total working-age population with advanced education),
635,Guyana,GUY,Labor force with advanced education (% of total working-age population with advanced education),
